
"# TABLE: Signal absolute counts | DoubleMu | mpi=4, mA=1.33"
Cut step,"mpi=4, mA=1.33, ctau=0.1mm","mpi=4, mA=1.33, ctau=1mm","mpi=4, mA=1.33, ctau=10mm","mpi=4, mA=1.33, ctau=100mm",QCD Total (weighted)
eps_kin,0.9817,0.9693,0.9547,0.9429
eps_HLT,0.6422,0.4869,0.2024,0.0404
eps_SV,0.6371,0.4697,0.1600,0.0330
eps_BDT,0.0691,0.1024,0.0322,0.0051
eps_kin_prev,0.9817,0.9693,0.9547,0.9429
eps_HLT_prev,0.6542,0.5023,0.2120,0.0428
eps_SV_prev,0.9920,0.9648,0.7907,0.8169
eps_BDT_prev,0.1085,0.2181,0.2010,0.1538

"# TABLE: lxy=[1,10]cm efficiencies | DoubleMu | mpi=10, mA=1.00"
Step,"mpi=10, mA=1.00, ctau=0.1mm","mpi=10, mA=1.00, ctau=1mm","mpi=10, mA=1.00, ctau=10mm","mpi=10, mA=1.00, ctau=100mm"
N_lxy,11737,81275,59977,27375
eps_kin,0.9354,0.9882,0.9752,0.9508
eps_HLT,0.4045,0.6972,0.4932,0.1603
eps_SV,0.3935,0.6870,0.4691,0.1476
eps_BDT,0.1429,0.4220,0.3396,0.1063
eps_kin_prev,0.9354,0.9882,0.9752,0.9508
eps_HLT_prev,0.4325,0.7055,0.5057,0.1685
eps_SV_prev,0.9726,0.9854,0.9511,0.9211
eps_BDT_prev,0.3631,0.6143,0.7239,0.7201

"# TABLE: lxy=[10,100]cm efficiencies | DoubleMu | mpi=10, mA=1.00"
Step,"mpi=10, mA=1.00, ctau=0.1mm","mpi=10, mA=1.00, ctau=1mm","mpi=10, mA=1.00, ctau=10mm","mpi=10, mA=1.00, ctau=100mm"
N_lxy,1591,5408,41406,18507
eps_kin,0.9560,0.9887,0.9957,0.9843
eps_HLT,0.1867,0.4540,0.4123,0.2286
eps_SV,0.1477,0.4083,0.3817,0.2065
eps_BDT,0.0182,0.3539,0.3922,0.2193
eps_kin_prev,0.9560,0.9887,0.9957,0.9843
eps_HLT_prev,0.1953,0.4591,0.4141,0.2323
eps_SV_prev,0.7912,0.8994,0.9259,0.9033
eps_BDT_prev,0.1234,0.8668,1.0275,1.0617

"# TABLE: Signal absolute counts | DoubleMu | mpi=1, mA=0.33"
Cut step,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm",QCD Total (weighted)
N_total,912670,828649,812380,842040,105584726.4
Kin sel.,229176,201654,137079,70896,15340940.2
HLT presel.,114793,81102,27626,3657,707505.9
SV sel. (chi2<10),113888,77612,24506,3287,686936.4
BDT sel.,12866,35220,14883,2072,96.1

"# TABLE: Signal relative effs wrt N_total | DoubleMu | mpi=1, mA=0.33"
Efficiency,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm",QCD Weighted.eff
eps_kin,0.2511,0.2434,0.1687,0.0842,0.1470
eps_HLT,0.1258,0.0979,0.0340,0.0043,0.0069
eps_SV,0.1248,0.0937,0.0302,0.0039,0.0067
eps_BDT,0.0141,0.0425,0.0183,0.0025,9.35e-07

"# TABLE: Signal relative effs wrt previous step | DoubleMu | mpi=1, mA=0.33"
Efficiency,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm",QCD Weighted.eff
eps_kin,0.2511,0.2434,0.1687,0.0842,0.1470
eps_HLT,0.5009,0.4022,0.2015,0.0516,0.0458
eps_SV,0.9921,0.9570,0.8871,0.8988,0.9715
eps_BDT,0.1130,0.4538,0.6073,0.6304,1.46e-04

"# TABLE: 95% CL upper limit on B(H->psipsibar) | DoubleMu | mpi=1, mA=0.33 | sigma_ggH=43.9 pb, L=109.95/fb, B(A'->mumu)=0.464"
FPR,BDT threshold,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm"
1e-01,0.6257,0.01953,0.01654,0.05082,0.3919
1e-02,0.9592,0.009108,0.005784,0.01714,0.1312
1e-03,0.9935,0.005636,0.002296,0.006256,0.04674
1e-04,0.9984,0.005096,0.001127,0.002688,0.01974

"# TABLE: Asymptotic significance p0 (Z) | DoubleMu | mpi=1, mA=0.33 | sigmaxBR=0.439 pb, L=109.95/fb"
FPR,BDT threshold,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm"
1e-01,0.6257,"0.2 (0.84 sigma)","0.16 (0.99 sigma)","0.373 (0.32 sigma)","0.483 (0.04 sigma)"
1e-02,0.9592,"0.0354 (1.81 sigma)","0.00223 (2.84 sigma)","0.169 (0.96 sigma)","0.45 (0.13 sigma)"
1e-03,0.9935,"0.00176 (2.92 sigma)","4.36e-13 (7.15 sigma)","0.00427 (2.63 sigma)","0.362 (0.35 sigma)"
1e-04,0.9984,"0.000623 (3.23 sigma)","5.77e-47 (14.34 sigma)","5.56e-10 (6.09 sigma)","0.201 (0.84 sigma)"

"# TABLE: lxy=[0,1]cm efficiencies | DoubleMu | mpi=1, mA=0.33"
Step,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm"
N_lxy,225899,130306,63698,42550
eps_kin,0.9290,0.9081,0.8786,0.9148
eps_HLT,0.4669,0.2560,0.0988,0.0184
eps_SV,0.4637,0.2393,0.0786,0.0151
eps_BDT,0.0443,0.0507,0.0129,0.0021
eps_kin_prev,0.9290,0.9081,0.8786,0.9148
eps_HLT_prev,0.5026,0.2819,0.1125,0.0201
eps_SV_prev,0.9932,0.9349,0.7954,0.8235
eps_BDT_prev,0.0955,0.2118,0.1636,0.1366

"# TABLE: lxy=[1,10]cm efficiencies | DoubleMu | mpi=1, mA=0.33"
Step,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm"
N_lxy,20216,79130,57468,23830
eps_kin,0.9058,0.9506,0.9130,0.8981
eps_HLT,0.4515,0.5553,0.2416,0.0701
eps_SV,0.4437,0.5431,0.2225,0.0653
eps_BDT,0.1407,0.3255,0.1367,0.0397
eps_kin_prev,0.9058,0.9506,0.9130,0.8981
eps_HLT_prev,0.4985,0.5842,0.2647,0.0780
eps_SV_prev,0.9827,0.9780,0.9206,0.9323
eps_BDT_prev,0.3171,0.5993,0.6146,0.6076

"# TABLE: lxy=[10,100]cm efficiencies | DoubleMu | mpi=1, mA=0.33"
Step,"mpi=1, mA=0.33, ctau=0.1mm","mpi=1, mA=0.33, ctau=1mm","mpi=1, mA=0.33, ctau=10mm","mpi=1, mA=0.33, ctau=100mm"
N_lxy,1116,8241,29777,10920
eps_kin,0.8763,0.9802,0.9584,0.9522
eps_HLT,0.1676,0.4609,0.2497,0.1103
eps_SV,0.1416,0.4183,0.2253,0.0995
eps_BDT,0.0170,0.3464,0.2082,0.0951
eps_kin_prev,0.8763,0.9802,0.9584,0.9522
eps_HLT_prev,0.1912,0.4702,0.2605,0.1159
eps_SV_prev,0.8449,0.9076,0.9022,0.9012
eps_BDT_prev,0.1203,0.8283,0.9241,0.9558

"# TABLE: Signal absolute counts | DoubleMu | mpi=10, mA=3.33"
